news_organization_name,ranking_date,ranking,article_title,reporter_name,article_section,monthly_article_count
세계일보,20240811,8,"‘전설의 비보이’도 세월의 무게 앞엔 장사가 없었다…홍텐, 브레이킹 조별리그 탈락 ‘고배’",남정훈 기자,세계,195
세계일보,20240811,9,"잇따른 화재 공포에…현대차·제네시스, 전기차 13종 배터리 제조사 첫 공개",김기환 기자,경제,224
세계일보,20240811,10,안세영 참고 있는데… 사태 키우는 이기흥∙방수현 '체육계 어른들',장한서 기자,세계,101
세계일보,20240812,1,"""오늘 죽는구나 싶었다""… 도심 한복판서 들개 사냥감 된 인간들 [뉴스+]",김기환 기자,사회,224
세계일보,20240812,2,"국민연금 고갈되기 전에... ""손해 보더라도 빨리 타먹자"" [뉴스+]",김기환 기자,경제,224
세계일보,20240812,3,지리산서 곰 피하려다 바위에 쾅.... 간신히 살아남은 60대,김선덕 기자,사회,57
세계일보,20240812,4,"“평소 예뻐하던 아이”…檢, 30대 태권도장 관장의 ‘살해 고의성’ 입증할 수 있을까?",김현주 기자,사회,0
세계일보,20240812,5,손님이 호감 보이자…“할아버지 장례식 비용 없다” 거짓말로 돈 뜯은 20대女,김현주 기자,사회,0
세계일보,20240812,6,"칼 빼든 문체부 ""배드민턴협회 즉시 조사… 보조금 71억 운영 실태까지 살핀다""",김기환 기자,세계,224
세계일보,20240812,7,“중국산은 말이 없다” 전기차 배터리 공개에 침묵하는 수입차 업계,이동준 기자,경제,137
세계일보,20240812,8,"‘역도 요정’ 박혜정 “현무 삼촌, 중계 고마워요”…전현무 “4년 뒤 LA에서도 혜정이 금메달 중계 하고파”",남정훈 기자,세계,195
세계일보,20240812,9,안세영 겨냥?…“선수는 지도자 명령에 복종해야”,김기환 기자,세계,224
세계일보,20240812,10,“추월을 안 하네...?” 경찰차 뒤에서 주행하다가 ‘무면허 운전’ 들통,박가연 온라인 뉴스 기자 gpy19@segye.com,사회,0
세계일보,20240813,1,"“언제, 2000만원이 넘게 떨어졌어”… 전기차 눈물의 ‘폭탄 세일’",김기환 기자,경제,224
세계일보,20240813,2,[단독] “김택규 배드민턴협회장 갑질·폭언” 폭로 나왔다,장한서 기자,사회,101
세계일보,20240813,3,“추월을 안 하네...?” 경찰차 뒤에서 주행하다가 ‘무면허 운전’ 들통,박가연 온라인 뉴스 기자 gpy19@segye.com,사회,0
세계일보,20240813,4,“니가 왜 거기서 나와?”… 동해에서 이틀 연속 발견된 큰바다사자,이보람 기자,사회,11
세계일보,20240813,5,지리산서 곰 피하려다 바위에 쾅.... 간신히 살아남은 60대,김선덕 기자,사회,57
세계일보,20240813,6,"국민연금 고갈되기 전에... ""손해 보더라도 빨리 타먹자"" [뉴스+]",김기환 기자,경제,224
세계일보,20240813,7,日 ‘난카이 대지진’ 공포…외국인은 “어떡해” 발 동동·“8월 15일 발생” 가짜 뉴스도,이동준 기자,세계,137
세계일보,20240813,8,北 오물 풍선에 이제 ‘화재’까지… “이러다 더 큰 재앙 오나”,김기환 기자,정치,224
세계일보,20240813,9,‘난카이 대지진’ 경고에 태풍 3개 상륙 전망…떨고 있는 일본,이동준 기자,세계,137
세계일보,20240813,10,교회 ‘학대사망’ 女고생 가해 신도들 “손·발 결박은 보호조치” 주장,김현주 기자,사회,0
